| JOE         | SWANK        | ANTITRUST TOMATOES          |
| LUCILLE     | DEE          | APOLLO TEEN                 |
| LUCILLE     | DEE          | APOLLO TEEN                 |
| LUCILLE     | DEE          | APOLLO TEEN                 |
| LUCILLE     | DEE          | APOLLO TEEN                 |
| LUCILLE     | DEE          | APOLLO TEEN                 |
| LUCILLE     | DEE          | APOLLO TEEN                 |
| LUCILLE     | DEE          | APOLLO TEEN                 |
| EWAN        | GOODING      | APOLLO TEEN                 |
| EWAN        | GOODING      | APOLLO TEEN                 |
| EWAN        | GOODING      | APOLLO TEEN                 |
| EWAN        | GOODING      | APOLLO TEEN                 |
| EWAN        | GOODING      | APOLLO TEEN                 |
| EWAN        | GOODING      | APOLLO TEEN                 |
| EWAN        | GOODING      | APOLLO TEEN                 |
| EWAN        | GOODING      | APOLLO TEEN                 |
| WHOOPI      | HURT         | APOLLO TEEN                 |
| WHOOPI      | HURT         | APOLLO TEEN                 |
| WHOOPI      | HURT         | APOLLO TEEN                 |
| WHOOPI      | HURT         | APOLLO TEEN                 |
| WHOOPI      | HURT         | APOLLO TEEN                 |
| WHOOPI      | HURT         | APOLLO TEEN                 |
| WHOOPI      | HURT         | APOLLO TEEN                 |
| WHOOPI      | HURT         | APOLLO TEEN                 |
| CATE        | HARRIS       | APOLLO TEEN                 |
| CATE        | HARRIS       | APOLLO TEEN                 |
| CATE        | HARRIS       | APOLLO TEEN                 |
| CATE        | HARRIS       | APOLLO TEEN                 |
| CATE        | HARRIS       | APOLLO TEEN                 |
| CATE        | HARRIS       | APOLLO TEEN                 |
| CATE        | HARRIS       | APOLLO TEEN                 |
| CATE        | HARRIS       | APOLLO TEEN                 |
| JADA        | RYDER        | APOLLO TEEN                 |
| JADA        | RYDER        | APOLLO TEEN                 |
| JADA        | RYDER        | APOLLO TEEN                 |
| JADA        | RYDER        | APOLLO TEEN                 |
| JADA        | RYDER        | APOLLO TEEN                 |
| JADA        | RYDER        | APOLLO TEEN                 |
| JADA        | RYDER        | APOLLO TEEN                 |
| JADA        | RYDER        | APOLLO TEEN                 |
| RIVER       | DEAN         | APOLLO TEEN                 |
| RIVER       | DEAN         | APOLLO TEEN                 |
| RIVER       | DEAN         | APOLLO TEEN                 |
| RIVER       | DEAN         | APOLLO TEEN                 |
| RIVER       | DEAN         | APOLLO TEEN                 |
| RIVER       | DEAN         | APOLLO TEEN                 |
| RIVER       | DEAN         | APOLLO TEEN                 |
| RIVER       | DEAN         | APOLLO TEEN                 |
| ANGELA      | WITHERSPOON  | APOLLO TEEN                 |
| ANGELA      | WITHERSPOON  | APOLLO TEEN                 |
| ANGELA      | WITHERSPOON  | APOLLO TEEN                 |
| ANGELA      | WITHERSPOON  | APOLLO TEEN                 |
| ANGELA      | WITHERSPOON  | APOLLO TEEN                 |
| ANGELA      | WITHERSPOON  | APOLLO TEEN                 |
| ANGELA      | WITHERSPOON  | APOLLO TEEN                 |
| ANGELA      | WITHERSPOON  | APOLLO TEEN                 |
| KIM         | ALLEN        | APOLLO TEEN                 |
| KIM         | ALLEN        | APOLLO TEEN                 |
| KIM         | ALLEN        | APOLLO TEEN                 |
| KIM         | ALLEN        | APOLLO TEEN                 |
| KIM         | ALLEN        | APOLLO TEEN                 |
| KIM         | ALLEN        | APOLLO TEEN                 |
| KIM         | ALLEN        | APOLLO TEEN                 |
| KIM         | ALLEN        | APOLLO TEEN                 |
| ALBERT      | JOHANSSON    | APOLLO TEEN                 |
| ALBERT      | JOHANSSON    | APOLLO TEEN                 |
| ALBERT      | JOHANSSON    | APOLLO TEEN                 |
| ALBERT      | JOHANSSON    | APOLLO TEEN                 |
| ALBERT      | JOHANSSON    | APOLLO TEEN                 |
| ALBERT      | JOHANSSON    | APOLLO TEEN                 |
| ALBERT      | JOHANSSON    | APOLLO TEEN                 |
| ALBERT      | JOHANSSON    | APOLLO TEEN                 |
| FAY         | WINSLET      | APOLLO TEEN                 |
| FAY         | WINSLET      | APOLLO TEEN                 |
| FAY         | WINSLET      | APOLLO TEEN                 |
| FAY         | WINSLET      | APOLLO TEEN                 |
| FAY         | WINSLET      | APOLLO TEEN                 |
| FAY         | WINSLET      | APOLLO TEEN                 |
| FAY         | WINSLET      | APOLLO TEEN                 |
| FAY         | WINSLET      | APOLLO TEEN                 |
| EMILY       | DEE          | APOLLO TEEN                 |
| EMILY       | DEE          | APOLLO TEEN                 |
| EMILY       | DEE          | APOLLO TEEN                 |
| EMILY       | DEE          | APOLLO TEEN                 |
| EMILY       | DEE          | APOLLO TEEN                 |
| EMILY       | DEE          | APOLLO TEEN                 |
| EMILY       | DEE          | APOLLO TEEN                 |
| EMILY       | DEE          | APOLLO TEEN                 |
| RUSSELL     | TEMPLE       | APOLLO TEEN                 |
| RUSSELL     | TEMPLE       | APOLLO TEEN                 |
| RUSSELL     | TEMPLE       | APOLLO TEEN                 |
| RUSSELL     | TEMPLE       | APOLLO TEEN                 |
| RUSSELL     | TEMPLE       | APOLLO TEEN                 |
| RUSSELL     | TEMPLE       | APOLLO TEEN                 |
| RUSSELL     | TEMPLE       | APOLLO TEEN                 |
| RUSSELL     | TEMPLE       | APOLLO TEEN                 |
| JAYNE       | NOLTE        | APOLLO TEEN                 |
| JAYNE       | NOLTE        | APOLLO TEEN                 |
| JAYNE       | NOLTE        | APOLLO TEEN                 |
| JAYNE       | NOLTE        | APOLLO TEEN                 |
| JAYNE       | NOLTE        | APOLLO TEEN                 |
| JAYNE       | NOLTE        | APOLLO TEEN                 |
| JAYNE       | NOLTE        | APOLLO TEEN                 |
| JAYNE       | NOLTE        | APOLLO TEEN                 |
| GEOFFREY    | HESTON       | APOLLO TEEN                 |
| GEOFFREY    | HESTON       | APOLLO TEEN                 |
| GEOFFREY    | HESTON       | APOLLO TEEN                 |
| GEOFFREY    | HESTON       | APOLLO TEEN                 |
| GEOFFREY    | HESTON       | APOLLO TEEN                 |
| GEOFFREY    | HESTON       | APOLLO TEEN                 |
| GEOFFREY    | HESTON       | APOLLO TEEN                 |
| GEOFFREY    | HESTON       | APOLLO TEEN                 |
| BEN         | HARRIS       | APOLLO TEEN                 |
| BEN         | HARRIS       | APOLLO TEEN                 |
| BEN         | HARRIS       | APOLLO TEEN                 |
| BEN         | HARRIS       | APOLLO TEEN                 |
| BEN         | HARRIS       | APOLLO TEEN                 |
| BEN         | HARRIS       | APOLLO TEEN                 |
| BEN         | HARRIS       | APOLLO TEEN                 |
| BEN         | HARRIS       | APOLLO TEEN                 |
| MINNIE      | KILMER       | APOLLO TEEN                 |
| MINNIE      | KILMER       | APOLLO TEEN                 |
| MINNIE      | KILMER       | APOLLO TEEN                 |
| MINNIE      | KILMER       | APOLLO TEEN                 |
| MINNIE      | KILMER       | APOLLO TEEN                 |
| MINNIE      | KILMER       | APOLLO TEEN                 |
| MINNIE      | KILMER       | APOLLO TEEN                 |
| MINNIE      | KILMER       | APOLLO TEEN                 |
| MERYL       | GIBSON       | APOLLO TEEN                 |
| MERYL       | GIBSON       | APOLLO TEEN                 |
| MERYL       | GIBSON       | APOLLO TEEN                 |
| MERYL       | GIBSON       | APOLLO TEEN                 |
| MERYL       | GIBSON       | APOLLO TEEN                 |
| MERYL       | GIBSON       | APOLLO TEEN                 |
| MERYL       | GIBSON       | APOLLO TEEN                 |
| MERYL       | GIBSON       | APOLLO TEEN                 |
| IAN         | TANDY        | APOLLO TEEN                 |
| IAN         | TANDY        | APOLLO TEEN                 |
| IAN         | TANDY        | APOLLO TEEN                 |
| IAN         | TANDY        | APOLLO TEEN                 |
| IAN         | TANDY        | APOLLO TEEN                 |
| IAN         | TANDY        | APOLLO TEEN                 |
| IAN         | TANDY        | APOLLO TEEN                 |
| IAN         | TANDY        | APOLLO TEEN                 |
| FAY         | WOOD         | APOLLO TEEN                 |
| FAY         | WOOD         | APOLLO TEEN                 |
| FAY         | WOOD         | APOLLO TEEN                 |
| FAY         | WOOD         | APOLLO TEEN                 |
| FAY         | WOOD         | APOLLO TEEN                 |
| FAY         | WOOD         | APOLLO TEEN                 |
| FAY         | WOOD         | APOLLO TEEN                 |
| FAY         | WOOD         | APOLLO TEEN                 |
| GRETA       | MALDEN       | APOLLO TEEN                 |
| GRETA       | MALDEN       | APOLLO TEEN                 |
| GRETA       | MALDEN       | APOLLO TEEN                 |
| GRETA       | MALDEN       | APOLLO TEEN                 |
| GRETA       | MALDEN       | APOLLO TEEN                 |
| GRETA       | MALDEN       | APOLLO TEEN                 |
| GRETA       | MALDEN       | APOLLO TEEN                 |
| GRETA       | MALDEN       | APOLLO TEEN                 |
| VIVIEN      | BASINGER     | APOLLO TEEN                 |
| VIVIEN      | BASINGER     | APOLLO TEEN                 |
| VIVIEN      | BASINGER     | APOLLO TEEN                 |
| VIVIEN      | BASINGER     | APOLLO TEEN                 |
| VIVIEN      | BASINGER     | APOLLO TEEN                 |
| VIVIEN      | BASINGER     | APOLLO TEEN                 |
| VIVIEN      | BASINGER     | APOLLO TEEN                 |
| VIVIEN      | BASINGER     | APOLLO TEEN                 |
| LAURA       | BRODY        | APOLLO TEEN                 |
| LAURA       | BRODY        | APOLLO TEEN                 |
| LAURA       | BRODY        | APOLLO TEEN                 |
| LAURA       | BRODY        | APOLLO TEEN                 |
| LAURA       | BRODY        | APOLLO TEEN                 |
| LAURA       | BRODY        | APOLLO TEEN                 |
| LAURA       | BRODY        | APOLLO TEEN                 |
| LAURA       | BRODY        | APOLLO TEEN                 |
| CHRIS       | DEPP         | APOLLO TEEN                 |
| CHRIS       | DEPP         | APOLLO TEEN                 |
| CHRIS       | DEPP         | APOLLO TEEN                 |
| CHRIS       | DEPP         | APOLLO TEEN                 |
| CHRIS       | DEPP         | APOLLO TEEN                 |
| CHRIS       | DEPP         | APOLLO TEEN                 |
| CHRIS       | DEPP         | APOLLO TEEN                 |
| CHRIS       | DEPP         | APOLLO TEEN                 |
| HARVEY      | HOPE         | APOLLO TEEN                 |
| HARVEY      | HOPE         | APOLLO TEEN                 |
| HARVEY      | HOPE         | APOLLO TEEN                 |
| HARVEY      | HOPE         | APOLLO TEEN                 |
| HARVEY      | HOPE         | APOLLO TEEN                 |
| HARVEY      | HOPE         | APOLLO TEEN                 |
| HARVEY      | HOPE         | APOLLO TEEN                 |
| HARVEY      | HOPE         | APOLLO TEEN                 |
| OPRAH       | KILMER       | APOLLO TEEN                 |
| OPRAH       | KILMER       | APOLLO TEEN                 |
| OPRAH       | KILMER       | APOLLO TEEN                 |
| OPRAH       | KILMER       | APOLLO TEEN                 |
| OPRAH       | KILMER       | APOLLO TEEN                 |
| OPRAH       | KILMER       | APOLLO TEEN                 |
| OPRAH       | KILMER       | APOLLO TEEN                 |
| OPRAH       | KILMER       | APOLLO TEEN                 |
| CHRISTOPHER | WEST         | APOLLO TEEN                 |
| CHRISTOPHER | WEST         | APOLLO TEEN                 |
| CHRISTOPHER | WEST         | APOLLO TEEN                 |
| CHRISTOPHER | WEST         | APOLLO TEEN                 |
| CHRISTOPHER | WEST         | APOLLO TEEN                 |
| CHRISTOPHER | WEST         | APOLLO TEEN                 |
| CHRISTOPHER | WEST         | APOLLO TEEN                 |
| CHRISTOPHER | WEST         | APOLLO TEEN                 |
| HUMPHREY    | WILLIS       | APOLLO TEEN                 |
| HUMPHREY    | WILLIS       | APOLLO TEEN                 |
| HUMPHREY    | WILLIS       | APOLLO TEEN                 |
| HUMPHREY    | WILLIS       | APOLLO TEEN                 |
| HUMPHREY    | WILLIS       | APOLLO TEEN                 |
| HUMPHREY    | WILLIS       | APOLLO TEEN                 |
| HUMPHREY    | WILLIS       | APOLLO TEEN                 |
| HUMPHREY    | WILLIS       | APOLLO TEEN                 |
| AL          | GARLAND      | APOLLO TEEN                 |
| AL          | GARLAND      | APOLLO TEEN                 |
| AL          | GARLAND      | APOLLO TEEN                 |
| AL          | GARLAND      | APOLLO TEEN                 |
| AL          | GARLAND      | APOLLO TEEN                 |
| AL          | GARLAND      | APOLLO TEEN                 |
| AL          | GARLAND      | APOLLO TEEN                 |
| AL          | GARLAND      | APOLLO TEEN                 |
| NICK        | DEGENERES    | APOLLO TEEN                 |
| NICK        | DEGENERES    | APOLLO TEEN                 |
| NICK        | DEGENERES    | APOLLO TEEN                 |
| NICK        | DEGENERES    | APOLLO TEEN                 |
| NICK        | DEGENERES    | APOLLO TEEN                 |
| NICK        | DEGENERES    | APOLLO TEEN                 |
| NICK        | DEGENERES    | APOLLO TEEN                 |
| NICK        | DEGENERES    | APOLLO TEEN                 |
| LAURENCE    | BULLOCK      | APOLLO TEEN                 |
| LAURENCE    | BULLOCK      | APOLLO TEEN                 |
| LAURENCE    | BULLOCK      | APOLLO TEEN                 |
| LAURENCE    | BULLOCK      | APOLLO TEEN                 |
| LAURENCE    | BULLOCK      | APOLLO TEEN                 |
| LAURENCE    | BULLOCK      | APOLLO TEEN                 |
| LAURENCE    | BULLOCK      | APOLLO TEEN                 |
| LAURENCE    | BULLOCK      | APOLLO TEEN                 |
| WILL        | WILSON       | APOLLO TEEN                 |
| WILL        | WILSON       | APOLLO TEEN                 |
| WILL        | WILSON       | APOLLO TEEN                 |
| WILL        | WILSON       | APOLLO TEEN                 |
| WILL        | WILSON       | APOLLO TEEN                 |
| WILL        | WILSON       | APOLLO TEEN                 |
| WILL        | WILSON       | APOLLO TEEN                 |
| WILL        | WILSON       | APOLLO TEEN                 |
| KENNETH     | HOFFMAN      | APOLLO TEEN                 |
| KENNETH     | HOFFMAN      | APOLLO TEEN                 |
| KENNETH     | HOFFMAN      | APOLLO TEEN                 |
| KENNETH     | HOFFMAN      | APOLLO TEEN                 |
| KENNETH     | HOFFMAN      | APOLLO TEEN                 |
| KENNETH     | HOFFMAN      | APOLLO TEEN                 |
| KENNETH     | HOFFMAN      | APOLLO TEEN                 |
| KENNETH     | HOFFMAN      | APOLLO TEEN                 |
| MENA        | HOPPER       | APOLLO TEEN                 |
| MENA        | HOPPER       | APOLLO TEEN                 |
| MENA        | HOPPER       | APOLLO TEEN                 |
| MENA        | HOPPER       | APOLLO TEEN                 |
| MENA        | HOPPER       | APOLLO TEEN                 |
| MENA        | HOPPER       | APOLLO TEEN                 |
| MENA        | HOPPER       | APOLLO TEEN                 |
| MENA        | HOPPER       | APOLLO TEEN                 |
| OLYMPIA     | PFEIFFER     | APOLLO TEEN                 |
| OLYMPIA     | PFEIFFER     | APOLLO TEEN                 |
| OLYMPIA     | PFEIFFER     | APOLLO TEEN                 |
| OLYMPIA     | PFEIFFER     | APOLLO TEEN                 |
| OLYMPIA     | PFEIFFER     | APOLLO TEEN                 |
| OLYMPIA     | PFEIFFER     | APOLLO TEEN                 |
| OLYMPIA     | PFEIFFER     | APOLLO TEEN                 |
| OLYMPIA     | PFEIFFER     | APOLLO TEEN                 |
| GROUCHO     | WILLIAMS     | APOLLO TEEN                 |
| GROUCHO     | WILLIAMS     | APOLLO TEEN                 |
| GROUCHO     | WILLIAMS     | APOLLO TEEN                 |
| GROUCHO     | WILLIAMS     | APOLLO TEEN                 |
| GROUCHO     | WILLIAMS     | APOLLO TEEN                 |
| GROUCHO     | WILLIAMS     | APOLLO TEEN                 |
| GROUCHO     | WILLIAMS     | APOLLO TEEN                 |
| GROUCHO     | WILLIAMS     | APOLLO TEEN                 |
| ALAN        | DREYFUSS     | APOLLO TEEN                 |
| ALAN        | DREYFUSS     | APOLLO TEEN                 |
| ALAN        | DREYFUSS     | APOLLO TEEN                 |
| ALAN        | DREYFUSS     | APOLLO TEEN                 |
| ALAN        | DREYFUSS     | APOLLO TEEN                 |
| ALAN        | DREYFUSS     | APOLLO TEEN                 |
| ALAN        | DREYFUSS     | APOLLO TEEN                 |
| ALAN        | DREYFUSS     | APOLLO TEEN                 |
| MICHAEL     | BENING       | APOLLO TEEN                 |
| MICHAEL     | BENING       | APOLLO TEEN                 |
| MICHAEL     | BENING       | APOLLO TEEN                 |
| MICHAEL     | BENING       | APOLLO TEEN                 |
| MICHAEL     | BENING       | APOLLO TEEN                 |
| MICHAEL     | BENING       | APOLLO TEEN                 |
| MICHAEL     | BENING       | APOLLO TEEN                 |
| MICHAEL     | BENING       | APOLLO TEEN                 |
| WILLIAM     | HACKMAN      | APOLLO TEEN                 |
| WILLIAM     | HACKMAN      | APOLLO TEEN                 |
| WILLIAM     | HACKMAN      | APOLLO TEEN                 |
| WILLIAM     | HACKMAN      | APOLLO TEEN                 |
| WILLIAM     | HACKMAN      | APOLLO TEEN                 |
| WILLIAM     | HACKMAN      | APOLLO TEEN                 |
| WILLIAM     | HACKMAN      | APOLLO TEEN                 |
| WILLIAM     | HACKMAN      | APOLLO TEEN                 |
| JON         | CHASE        | APOLLO TEEN                 |
| JON         | CHASE        | APOLLO TEEN                 |
| JON         | CHASE        | APOLLO TEEN                 |
| JON         | CHASE        | APOLLO TEEN                 |
| JON         | CHASE        | APOLLO TEEN                 |
| JON         | CHASE        | APOLLO TEEN                 |
| JON         | CHASE        | APOLLO TEEN                 |
| JON         | CHASE        | APOLLO TEEN                 |
| GENE        | MCKELLEN     | APOLLO TEEN                 |
| GENE        | MCKELLEN     | APOLLO TEEN                 |
| GENE        | MCKELLEN     | APOLLO TEEN                 |
| GENE        | MCKELLEN     | APOLLO TEEN                 |
| GENE        | MCKELLEN     | APOLLO TEEN                 |
| GENE        | MCKELLEN     | APOLLO TEEN                 |
| GENE        | MCKELLEN     | APOLLO TEEN                 |
| GENE        | MCKELLEN     | APOLLO TEEN                 |
| LISA        | MONROE       | APOLLO TEEN                 |
| LISA        | MONROE       | APOLLO TEEN                 |
| LISA        | MONROE       | APOLLO TEEN                 |
| LISA        | MONROE       | APOLLO TEEN                 |
| LISA        | MONROE       | APOLLO TEEN                 |
| LISA        | MONROE       | APOLLO TEEN                 |
| LISA        | MONROE       | APOLLO TEEN                 |
| LISA        | MONROE       | APOLLO TEEN                 |
| ED          | GUINESS      | APOLLO TEEN                 |
| ED          | GUINESS      | APOLLO TEEN                 |
| ED          | GUINESS      | APOLLO TEEN                 |
| ED          | GUINESS      | APOLLO TEEN                 |
| ED          | GUINESS      | APOLLO TEEN                 |
| ED          | GUINESS      | APOLLO TEEN                 |
| ED          | GUINESS      | APOLLO TEEN                 |
| ED          | GUINESS      | APOLLO TEEN                 |
| JEFF        | SILVERSTONE  | APOLLO TEEN                 |
| JEFF        | SILVERSTONE  | APOLLO TEEN                 |
| JEFF        | SILVERSTONE  | APOLLO TEEN                 |
| JEFF        | SILVERSTONE  | APOLLO TEEN                 |
| JEFF        | SILVERSTONE  | APOLLO TEEN                 |
| JEFF        | SILVERSTONE  | APOLLO TEEN                 |
| JEFF        | SILVERSTONE  | APOLLO TEEN                 |
| JEFF        | SILVERSTONE  | APOLLO TEEN                 |
| MATTHEW     | CARREY       | APOLLO TEEN                 |
| MATTHEW     | CARREY       | APOLLO TEEN                 |
| MATTHEW     | CARREY       | APOLLO TEEN                 |
| MATTHEW     | CARREY       | APOLLO TEEN                 |
| MATTHEW     | CARREY       | APOLLO TEEN                 |
| MATTHEW     | CARREY       | APOLLO TEEN                 |
| MATTHEW     | CARREY       | APOLLO TEEN                 |
| MATTHEW     | CARREY       | APOLLO TEEN                 |
| DEBBIE      | AKROYD       | APOLLO TEEN                 |
| DEBBIE      | AKROYD       | APOLLO TEEN                 |
| DEBBIE      | AKROYD       | APOLLO TEEN                 |
| DEBBIE      | AKROYD       | APOLLO TEEN                 |
| DEBBIE      | AKROYD       | APOLLO TEEN                 |
| DEBBIE      | AKROYD       | APOLLO TEEN                 |
| DEBBIE      | AKROYD       | APOLLO TEEN                 |
| DEBBIE      | AKROYD       | APOLLO TEEN                 |
| RUSSELL     | CLOSE        | APOLLO TEEN                 |
| RUSSELL     | CLOSE        | APOLLO TEEN                 |
| RUSSELL     | CLOSE        | APOLLO TEEN                 |
| RUSSELL     | CLOSE        | APOLLO TEEN                 |
| RUSSELL     | CLOSE        | APOLLO TEEN                 |
| RUSSELL     | CLOSE        | APOLLO TEEN                 |
| RUSSELL     | CLOSE        | APOLLO TEEN                 |
| RUSSELL     | CLOSE        | APOLLO TEEN                 |
| HUMPHREY    | GARLAND      | APOLLO TEEN                 |
| HUMPHREY    | GARLAND      | APOLLO TEEN                 |
| HUMPHREY    | GARLAND      | APOLLO TEEN                 |
| HUMPHREY    | GARLAND      | APOLLO TEEN                 |
| HUMPHREY    | GARLAND      | APOLLO TEEN                 |
| HUMPHREY    | GARLAND      | APOLLO TEEN                 |
| HUMPHREY    | GARLAND      | APOLLO TEEN                 |
| HUMPHREY    | GARLAND      | APOLLO TEEN                 |
| MICHAEL     | BOLGER       | APOLLO TEEN                 |
| MICHAEL     | BOLGER       | APOLLO TEEN                 |
| MICHAEL     | BOLGER       | APOLLO TEEN                 |
| MICHAEL     | BOLGER       | APOLLO TEEN                 |
| MICHAEL     | BOLGER       | APOLLO TEEN                 |
| MICHAEL     | BOLGER       | APOLLO TEEN                 |
| MICHAEL     | BOLGER       | APOLLO TEEN                 |
| MICHAEL     | BOLGER       | APOLLO TEEN                 |
| JULIA       | ZELLWEGER    | APOLLO TEEN                 |
| JULIA       | ZELLWEGER    | APOLLO TEEN                 |
| JULIA       | ZELLWEGER    | APOLLO TEEN                 |
| JULIA       | ZELLWEGER    | APOLLO TEEN                 |
| JULIA       | ZELLWEGER    | APOLLO TEEN                 |
| JULIA       | ZELLWEGER    | APOLLO TEEN                 |
| JULIA       | ZELLWEGER    | APOLLO TEEN                 |
| JULIA       | ZELLWEGER    | APOLLO TEEN                 |
| RENEE       | BALL         | APOLLO TEEN                 |
| RENEE       | BALL         | APOLLO TEEN                 |
| RENEE       | BALL         | APOLLO TEEN                 |
| RENEE       | BALL         | APOLLO TEEN                 |
| RENEE       | BALL         | APOLLO TEEN                 |
| RENEE       | BALL         | APOLLO TEEN                 |
| RENEE       | BALL         | APOLLO TEEN                 |
| RENEE       | BALL         | APOLLO TEEN                 |
| ROCK        | DUKAKIS      | APOLLO TEEN                 |
| ROCK        | DUKAKIS      | APOLLO TEEN                 |
| ROCK        | DUKAKIS      | APOLLO TEEN                 |
| ROCK        | DUKAKIS      | APOLLO TEEN                 |
| ROCK        | DUKAKIS      | APOLLO TEEN                 |
| ROCK        | DUKAKIS      | APOLLO TEEN                 |
| ROCK        | DUKAKIS      | APOLLO TEEN                 |
| ROCK        | DUKAKIS      | APOLLO TEEN                 |
| CUBA        | BIRCH        | APOLLO TEEN                 |
| CUBA        | BIRCH        | APOLLO TEEN                 |
| CUBA        | BIRCH        | APOLLO TEEN                 |
| CUBA        | BIRCH        | APOLLO TEEN                 |
| CUBA        | BIRCH        | APOLLO TEEN                 |
| CUBA        | BIRCH        | APOLLO TEEN                 |
| CUBA        | BIRCH        | APOLLO TEEN                 |
| CUBA        | BIRCH        | APOLLO TEEN                 |
| AUDREY      | BAILEY       | APOLLO TEEN                 |
| AUDREY      | BAILEY       | APOLLO TEEN                 |
| AUDREY      | BAILEY       | APOLLO TEEN                 |
| AUDREY      | BAILEY       | APOLLO TEEN                 |
| AUDREY      | BAILEY       | APOLLO TEEN                 |
| AUDREY      | BAILEY       | APOLLO TEEN                 |
| AUDREY      | BAILEY       | APOLLO TEEN                 |
| AUDREY      | BAILEY       | APOLLO TEEN                 |
| GREGORY     | GOODING      | APOLLO TEEN                 |
| GREGORY     | GOODING      | APOLLO TEEN                 |
| GREGORY     | GOODING      | APOLLO TEEN                 |
| GREGORY     | GOODING      | APOLLO TEEN                 |
| GREGORY     | GOODING      | APOLLO TEEN                 |
| GREGORY     | GOODING      | APOLLO TEEN                 |
| GREGORY     | GOODING      | APOLLO TEEN                 |
| GREGORY     | GOODING      | APOLLO TEEN                 |
| JOHN        | SUVARI       | APOLLO TEEN                 |
| JOHN        | SUVARI       | APOLLO TEEN                 |
| JOHN        | SUVARI       | APOLLO TEEN                 |
| JOHN        | SUVARI       | APOLLO TEEN                 |
| JOHN        | SUVARI       | APOLLO TEEN                 |
| JOHN        | SUVARI       | APOLLO TEEN                 |
| JOHN        | SUVARI       | APOLLO TEEN                 |
| JOHN        | SUVARI       | APOLLO TEEN                 |
| BURT        | TEMPLE       | APOLLO TEEN                 |
| BURT        | TEMPLE       | APOLLO TEEN                 |
| BURT        | TEMPLE       | APOLLO TEEN                 |
| BURT        | TEMPLE       | APOLLO TEEN                 |
| BURT        | TEMPLE       | APOLLO TEEN                 |
| BURT        | TEMPLE       | APOLLO TEEN                 |
| BURT        | TEMPLE       | APOLLO TEEN                 |
| BURT        | TEMPLE       | APOLLO TEEN                 |
| MERYL       | ALLEN        | APOLLO TEEN                 |
| MERYL       | ALLEN        | APOLLO TEEN                 |
| MERYL       | ALLEN        | APOLLO TEEN                 |
| MERYL       | ALLEN        | APOLLO TEEN                 |
| MERYL       | ALLEN        | APOLLO TEEN                 |
| MERYL       | ALLEN        | APOLLO TEEN                 |
| MERYL       | ALLEN        | APOLLO TEEN                 |
| MERYL       | ALLEN        | APOLLO TEEN                 |
| JAYNE       | SILVERSTONE  | APOLLO TEEN                 |
| JAYNE       | SILVERSTONE  | APOLLO TEEN                 |
| JAYNE       | SILVERSTONE  | APOLLO TEEN                 |
| JAYNE       | SILVERSTONE  | APOLLO TEEN                 |
| JAYNE       | SILVERSTONE  | APOLLO TEEN                 |
| JAYNE       | SILVERSTONE  | APOLLO TEEN                 |
| JAYNE       | SILVERSTONE  | APOLLO TEEN                 |
| JAYNE       | SILVERSTONE  | APOLLO TEEN                 |
| BELA        | WALKEN       | APOLLO TEEN                 |
| BELA        | WALKEN       | APOLLO TEEN                 |
| BELA        | WALKEN       | APOLLO TEEN                 |
| BELA        | WALKEN       | APOLLO TEEN                 |
| BELA        | WALKEN       | APOLLO TEEN                 |
| BELA        | WALKEN       | APOLLO TEEN                 |
| BELA        | WALKEN       | APOLLO TEEN                 |
| BELA        | WALKEN       | APOLLO TEEN                 |
| REESE       | WEST         | APOLLO TEEN                 |
| REESE       | WEST         | APOLLO TEEN                 |
| REESE       | WEST         | APOLLO TEEN                 |
| REESE       | WEST         | APOLLO TEEN                 |
| REESE       | WEST         | APOLLO TEEN                 |
| REESE       | WEST         | APOLLO TEEN                 |
| REESE       | WEST         | APOLLO TEEN                 |
| REESE       | WEST         | APOLLO TEEN                 |
| MARY        | KEITEL       | APOLLO TEEN                 |
| MARY        | KEITEL       | APOLLO TEEN                 |
| MARY        | KEITEL       | APOLLO TEEN                 |
| MARY        | KEITEL       | APOLLO TEEN                 |
| MARY        | KEITEL       | APOLLO TEEN                 |
| MARY        | KEITEL       | APOLLO TEEN                 |
| MARY        | KEITEL       | APOLLO TEEN                 |
| MARY        | KEITEL       | APOLLO TEEN                 |
| JULIA       | FAWCETT      | APOLLO TEEN                 |
| JULIA       | FAWCETT      | APOLLO TEEN                 |
| JULIA       | FAWCETT      | APOLLO TEEN                 |
| JULIA       | FAWCETT      | APOLLO TEEN                 |
| JULIA       | FAWCETT      | APOLLO TEEN                 |
| JULIA       | FAWCETT      | APOLLO TEEN                 |
| JULIA       | FAWCETT      | APOLLO TEEN                 |
| JULIA       | FAWCETT      | APOLLO TEEN                 |
| THORA       | TEMPLE       | APOLLO TEEN                 |
| THORA       | TEMPLE       | APOLLO TEEN                 |
| THORA       | TEMPLE       | APOLLO TEEN                 |
| THORA       | TEMPLE       | APOLLO TEEN                 |
| THORA       | TEMPLE       | APOLLO TEEN                 |
| THORA       | TEMPLE       | APOLLO TEEN                 |
| THORA       | TEMPLE       | APOLLO TEEN                 |
| THORA       | TEMPLE       | APOLLO TEEN                 |
| PENELOPE    | GUINESS      | ARABIA DOGMA                |
| PENELOPE    | GUINESS      | ARABIA DOGMA                |
| PENELOPE    | GUINESS      | ARABIA DOGMA                |
| PENELOPE    | GUINESS      | ARABIA DOGMA                |
